Nottingham, Andrew T.; Baath, Erland; Reischke, Stephanie; Salinas, Norma; Meir, Patrick;;;;;;;;;;;;;;;;;;;;
Filandysheva, L. B.; Evseeva, N. S.; Zhilina, T. N.;;;;;;;;;;;;;;;;;;;;;;
"Duffy-Anderson, Janet T.; Stabeno, Phyllis; Andrews, Alexander G., III; Cieciel, Kristin; Deary, Alison; Farley, Edward; Fugate, Corey; Harpold, Colleen; Heintz, Ronald; Kimmel, David; Kuletz, Kathy; Lamb, Jesse; Paquin, Melanie; Porter, Steven; Rogers, Lauren; Spear, Adam; Yasumiishi, Ellen";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Cong; Jin, Yaguo; Ji, Cheng; Zhang, Na; Song, Mingyang; Kong, Delei; Liu, Shuwei; Zhang, Xuhui; Liu, Xiaoyu; Zou, Jianwen; Li, Shuqing; Pan, Genxing";;;;;;;;;;;;;;;;;;;;;;;;
"Blok, S. E.; Olesen, B.; Krause-Jensen, D.";;;;;;;;;;;;;;;;;;;;;;;;
Eng, Cosmos M. Voutsinos P.;;;;;;;;;;;;;;;;;;;;;;;;
"Kale, Semih; Hisar, Olcay; Sonmez, Adem Yavuz; Mutlu, Fatih; Filho, Walter Leal";;;;;;;;;;;;;;;;;;;;;;;;
"Dixon, Groves B.; Davies, Sarah W.; Aglyamova, Galina A.; Meyer, Eli; Bay, Line K.; Matz, Mikhail V.";;;;;;;;;;;;;;;;;;;;;;;;
"Sampe, Ferdinandus; Pakiding, Daniel Lallo";;;;;;;;;;;;;;;;;;;;;;;;
"Qin, Nannan; Zhang, Da-Lin";;;;;;;;;;;;;;;;;;;;;;;;
"Ma, Hongyun; Jiang, Zhihong; Song, Jie; Dai, Aiguo; Yang, Xiuqun; Huo, Fei";;;;;;;;;;;;;;;;;;;;;;;;
Oluwole, Olusegun S. A.;;;;;;;;;;;;;;;;;;;;;;;;
"Little, Chelsea J.; Jagerbrand, Annika K.; Molau, Ulf; Alatalo, Juha M.";;;;;;;;;;;;;;;;;;;;;;;;
"Senior, Rebecca A.; Hill, Jane K.; del Pliego, Pamela Gonzalez; Goode, Laurel K.; Edwards, David P.";;;;;;;;;;;;;;;;;;;;;;;;
"Schmid, Sophie F.; Stocklin, Jurg; Hamann, Elena; Kesselring, Halil";;;;;;;;;;;;;;;;;;;;;;;;
"Fay, Philip A.; Guntenspergen, Glenn R.; Olker, Jennifer H.; Johnson, W. Carter";;;;;;;;;;;;;;;;;;;;;;;;
Schwirplies, Claudia;;;;;;;;;;;;;;;;;;;;;;;;
"Galluppi, Olga; Colzi, Filippo; Formentin, Simone; Savaresi, Sergio M.";;;;;;;;;;;;;;;;;;;;;;;;
"Nan, Qingyun; Li, Tiegang; Chen, Jinxia; Chang, Fengming; Yu, Xinke; Xu, Zhaokai; Pi, Zhong";;;;;;;;;;;;;;;;;;;;;;;;
"Fiorella, Richard P.; Sheldon, Nathan D.";;;;;;;;;;;;;;;;;;;;;;;;
"Fan, Lei; Shin, Sang-Ik; Liu, Zhengyu; Liu, Qinyu";;;;;;;;;;;;;;;;;;;;;;;;
"Zheng, Shan; Wang, Minzhen; Li, Bei; Wang, Shigong; He, Shilin; Yin, Ling; Shang, Kezheng; Li, Tanshi";;;;;;;;;;;;;;;;;;;;;;;;
"Lin, Lijie; Luo, Ming; Chan, Ting On; Ge, Erjia; Liu, Xiaoping; Zhao, Yongquan; Liao, Weilin";;;;;;;;;;;;;;;;;;;;;;;;
"Burke, Jordan Lewis; Bohlmann, Joerg; Carroll, Allan L.";;;;;;;;;;;;;;;;;;;;;;;;
"Wertin, Timothy M.; Belnap, Jayne; Reed, Sasha C.";;;;;;;;;;;;;;;;;;;;;;;;
"Mahfuz-Ur-Rahman, A. M.; Islam, Md. Mazharul; Islam, Md. Rabiul";;;;;;;;;;;;;;;;;;;;;;;;
"Cheredko, Natalia N.; Zhuravlev, Georgy G.";;;;;;;;;;;;;;;;;;;;;;;;
"Ku, Tai-Yeon; Park, Wan-Ki; Choi, Hoon";;;;;;;;;;;;;;;;;;;;;;;;
Griffiths, Devin;;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Hua; Xin, Zhuo; Li, Yuehui";;;;;;;;;;;;;;;;;;;;;;;;
"Gangadhar, Venkatesh; Babu, Suresh; Cadambi, Rahul M.; Rao, Arun R.; Venkataram, Nithin";;;;;;;;;;;;;;;;;;;;;;;;
"Ishmam, Shitab; Wasel-Ur-Rahman; Bin Karim, Shabab; Salehin, Sayedus; Islam, A. K. M. Sadrul";;;;;;;;;;;;;;;;;;;;;;;;
"Lifshin, Uri; Greenberg, Jeff; Weise, David; Soenke, Melissa";;;;;;;;;;;;;;;;;;;;;;;;
"Naito, Sayuri; Katsuta, Nagayoshi; Kawakami, Shin-ichi; Koido, Yoshimitsu; Shimono, Hiroshi";;;;;;;;;;;;;;;;;;;;;;;;
"Mehta, Vikram M.; Wang, Hui; Mendoza, Katherin";;;;;;;;;;;;;;;;;;;;;;;;
"Laha, Sibasish; Guainazzi, Matteo; Chakravorty, Susmita; Dewangan, Gulab C.; Kembhavi, Ajit K.";;;;;;;;;;;;;;;;;;;;;;;;
"Christodoulou, Aris; Christidis, Panayotis; Demirel, Hande";;;;;;;;;;;;;;;;;;;;;;;;
"Rossi, S.; Gravili, C.; Milisenda, G.; Bosch-Belmar, M.; De Vito, D.; Piraino, S.";;;;;;;;;;;;;;;;;;;;;;;;
"Gao, Lijun; Gao, Jing; Zhang, Shuping";;;;;;;;;;;;;;;;;;;;;;;;
"Richardson, Katherine; Bendtsen, Jorgen";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Zhaomin; Wu, Yang; Lin, Xia; Liu, Chengyan; Xie, Zelin";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Rong; Ouyang, Zu-Tao; Xie, Xiao; Guo, Hai-Qiang; Tan, Dun-Yan; Xiao, Xiang-Ming; Qi, Jia-Guo; Zhao, Bin";;;;;;;;;;;;;;;;;;;;;;;;
"Pivato, Alberto; Girotto, Francesca; Megido, Laura; Raga, Roberto";;;;;;;;;;;;;;;;;;;;;;;;
"Alvarez, Claudio; Veblen, Thomas T.; Christie, Duncan A.; Gonzalez-Reyes, Alvaro";;;;;;;;;;;;;;;;;;;;;;;;
"Zdyb, Agata; Zelazna, Agnieszka; Krawczak, Ewelina";;;;;;;;;;;;;;;;;;;;;;;;
Okamoto, Yasuharu;;;;;;;;;;;;;;;;;;;;;;;;
"Berlemann, Michael; Steinhardt, Max Friedrich";;;;;;;;;;;;;;;;;;;;;;;;
"Yin, Chungen; Li, Shuangshuang";;;;;;;;;;;;;;;;;;;;;;;;
Brock, Ben W.;;;;;;;;;;;;;;;;;;;;;;;;
"Lai, Chin Wei; Sreekantan, Srimala";;;;;;;;;;;;;;;;;;;;;;;;
"Tucker, Colin L.; Ferrenberg, Scott; Reed, Sasha C.";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Yuan; Qiang, Mingrui; Zhang, Jiawu; Huang, Xiaozhong; Zhou, Aifeng; Chen, Jianhui; Wang, Ganggang; Zhao, Yan";;;;;;;;;;;;;;;;;;;;;;;;
"Dincer, S.; Tezcan, S. S.; Duzkaya, H.; Dincer, M. S.";;;;;;;;;;;;;;;;;;;;;;;;
"Hu, Hang-Wei; He, Ji-Zheng; Singh, Brajesh K.";;;;;;;;;;;;;;;;;;;;;;;;
Almansoori, A.;;;;;;;;;;;;;;;;;;;;;;;;
"Carrilero, Isabel; Ansean, David; Viera, Juan C.; Fernandez, Yoana; Gonzalez, Manuela; Pereirinha, Paulo G.";;;;;;;;;;;;;;;;;;;;;;;;
"Azimzadeh, Aryan; Tabrizi, Nasseh";;;;;;;;;;;;;;;;;;;;;;;;
"Madeira, Diana; Araujo, Jose E.; Vitorino, Rui; Costa, Pedro M.; Capelo, Jose L.; Vinagre, Catarina; Diniz, Mario S.";;;;;;;;;;;;;;;;;;;;;;;;
"Charnay, Benjamin; Le Hir, Guillaume; Fluteau, Frederic; Forget, Francois; Catling, David C.";;;;;;;;;;;;;;;;;;;;;;;;
"Holmstrup, Martin; Schmelz, Ruediger M.; Carrera, Noela; Dyrnum, Kristine; Larsen, Klaus S.; Mikkelsen, Teis N.; Beier, Claus";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Zh.; Chen, J.; Li, Y.; Li, C.; Zhang, L.; Chen, F.";;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Guixing; Qin, Huiling";;;;;;;;;;;;;;;;;;;;;;;;
"Jiang, Liguang; Yao, Zhijun; Huang, He Qing";;;;;;;;;;;;;;;;;;;;;;;;
"Diovisalvi, Nadia; Odriozola, Mariana; Garcia de Souza, Javier; Rojas Molina, Florencia; Fontanarrosa, Maria S.; Escaray, Roberto; Bustingorry, Jose; Sanzano, Pablo; Grosman, Fabian; Zagarese, Horacio";;;;;;;;;;;;;;;;;;;;;;;;
"Chen Bao-Xiong; Sun Yu-Fang; Zhang Hong-Bin; Han Zhi-Hua; Wang Jing-Sheng; Li Yao-Kui; Yang Xiao-Lin";;;;;;;;;;;;;;;;;;;;;;;;
"Ostfeld, Richard S.; Brunner, Jesse L.";;;;;;;;;;;;;;;;;;;;;;;;
"Ianevski, Aleksandr; Zusinaite, Eva; Shtaida, Nastassia; Kallio-Kokko, Hannimari; Valkonen, Miia; Kantele, Anu; Telling, Kaidi; Lutsar, Irja; Letjuka, Pille; Metelitsa, Natalja; Oksenych, Valentyn; Dumpis, Uga; Vitkauskiene, Astra; Stasaitis, Kestutis; Ohrmalm, Christina; Bondeson, Kare; Bergqvist, Anders; Cox, Rebecca J.; Tenson, Tanel; Merits, Andres; Kainov, Denis E.";;;;;;;;;;;;;;;;;;;;;;;;
"Hallegatte, Stephane; Rogelj, Joeri; Allen, Myles; Clarke, Leon; Edenhofer, Ottmar; Field, Christopher B.; Friedlingstein, Pierre; van Kesteren, Line; Knutti, Reto; Mach, Katharine J.; Mastrandrea, Michael; Michel, Adrien; Minx, Jan; Oppenheimer, Michael; Plattner, Gian-Kasper; Riahi, Keywan; Schaeffer, Michiel; Stocker, Thomas F.; van Vuuren, Detlef P.";;;;;;;;;;;;;;;;;;;;;;;;
"da Roz, Alessandra L.; Ricardo, Jose F. C.; Nakashima, Gabriela T.; Santos, Luis R. O.; Yamaji, Fabio M.";;;;;;;;;;;;;;;;;;;;;;;;
"MacDougall, Andrew H.; Friedlingstein, Pierre";;;;;;;;;;;;;;;;;;;;;;;;
"Martinez-Boti, M. A.; Foster, G. L.; Chalk, T. B.; Rohling, E. J.; Sexton, P. F.; Lunt, D. J.; Pancost, R. D.; Badger, M. P. S.; Schmidt, D. N.";;;;;;;;;;;;;;;;;;;;;;;;
"Jacobs, Zoe L.; Grist, Jeremy P.; Marsh, Robert; Josey, Simon A.";;;;;;;;;;;;;;;;;;;;;;;;
"Zhu, Peng; Zhuang, Qianlai; Archontoulis, Sotirios V.; Bernacchi, Carl; Mueller, Christoph";;;;;;;;;;;;;;;;;;;;;;;;
"Ren, Jiao; Wang, Xiaoping; Gong, Ping; Wang, Chuanfei";;;;;;;;;;;;;;;;;;;;;;;;
"Buesa, I.; Caccavello, G.; Basile, B.; Merli, M. C.; Poni, S.; Chirivella, C.; Intrigliolo, D. S.";;;;;;;;;;;;;;;;;;;;;;;;
"Richardson, Andrew D.; Hufkens, Koen; Milliman, Thomas; Aubrecht, Donald M.; Furze, Morgan E.; Seyednasrollah, Bijan; Krassovski, Misha B.; Latimer, John M.; Nettles, W. Robert; Heiderman, Ryan R.; Warren, Jeffrey M.; Hanson, Paul J.";;;;;;;;;;;;;;;;;;;;;;;;
"Parmesan, Camille; Williams-Anderson, Alison; Moskwik, Matthew; Mikheyev, Alexander S.; Singer, Michael C.";;;;;;;;;;;;;;;;;;;;;;;;
"Harris, Elisha B.; Stromberg, Caroline A. E.; Sheldon, Nathan D.; Smith, Selena Y.; Vilhena, Daril A.";;;;;;;;;;;;;;;;;;;;;;;;
"Salinger, M. James; Renwick, James; Behrens, Erik; Mullan, A. Brett; Diamond, Howard J.; Sirguey, Pascal; Smith, Robert O.; Trought, Michael C. T.; Alexander, Lisa, V; Cullen, Nicolas J.; Fitzharris, B. Blair; Hepburn, Christopher D.; Parker, Amber K.; Sutton, Phil J.";;;;;;;;;;;;;;;;;;;;;;;;
"Jones, McArthur, Jr.; Drob, Douglas P.; Siskind, David E.; McCormack, John P.; Maute, Astrid; McDonald, Sarah E.; Dymond, Kenneth F.";;;;;;;;;;;;;;;;;;;;;;;;
"Nardi, Alessandro; Benedetti, Maura; d'Errico, Giuseppe; Fattorini, Daniele; Regoli, Francesco";;;;;;;;;;;;;;;;;;;;;;;;
"Jara, Manuel; Garcia-Roa, Roberto; Escobar, Luis E.; Torres-Carvajal, Omar; Pincheira-Donoso, Daniel";;;;;;;;;;;;;;;;;;;;;;;;
"Weslawski, Jan Marcin; Draganska-Deja, Katarzyna; Legezynska, Joanna; Walczowski, Waldemar";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Xiaocong; Feng, Juan";;;;;;;;;;;;;;;;;;;;;;;;
"Piantoni, Carla; Curcio, Felipe F.; Ibarguengoytia, Nora R.; Navas, Carlos A.";;;;;;;;;;;;;;;;;;;;;;;;
"Koci, Jan; Koci, Vaclav; Madera, Jiri; Cerny, Robert";;;;;;;;;;;;;;;;;;;;;;;;
"Levermann, Anders; Winkelmann, Ricarda";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Aihui; Xu, Lianlian; Kong, Xianghui";;;;;;;;;;;;;;;;;;;;;;;;
"Young, Emma F.; Tysklind, Niklas; Meredith, Michael P.; de Bruyn, Mark; Belchier, Mark; Murphy, Eugene J.; Carvalho, Gary R.";;;;;;;;;;;;;;;;;;;;;;;;
"McCoy, Daniel T.; Eastman, Ryan; Hartmann, Dennis L.; Wood, Robert";;;;;;;;;;;;;;;;;;;;;;;;
"Toth, J. P.; Vegvari, Z.";;;;;;;;;;;;;;;;;;;;;;;;
"Rueckamp, Martin; Greve, Ralf; Humbert, Angelika";;;;;;;;;;;;;;;;;;;;;;;;
"Fu, Yiming; Cui, Yaoping; Qin, Yaochen; Li, Nan; Chen, Liangyu; Xia, Haoming";;;;;;;;;;;;;;;;;;;;;;;;
"Abu Hammad, Ahmad; Salameh, Ala M.";;;;;;;;;;;;;;;;;;;;;;;;
"Sorland, Silje Lund; Schar, Christoph; Luthi, Daniel; Kjellstrom, Erik";;;;;;;;;;;;;;;;;;;;;;;;
"You, Qinglong; Jiang, Zhihong; Kong, Lei; Wu, Zhiwei; Bao, Yutao; Kang, Shichang; Pepin, Nick";;;;;;;;;;;;;;;;;;;;;;;;
"Mauritsen, Thorsten; Stevens, Bjorn";;;;;;;;;;;;;;;;;;;;;;;;
"Cunning, R.; Gillette, P.; Capo, T.; Galvez, K.; Baker, A. C.";;;;;;;;;;;;;;;;;;;;;;;;
"Loveridge, Jesse; Davies, Roger";;;;;;;;;;;;;;;;;;;;;;;;
"Gebrechorkos, Solomon H.; Huelsmann, Stephan; Bernhofer, Christian";;;;;;;;;;;;;;;;;;;;;;;;
"Joshi, Rajesh; Sambhav, Kumar; Singh, Surender Pratap";;;;;;;;;;;;;;;;;;;;;;;;
"Sawicka, K.; Rowe, E. C.; Evans, C. D.; Monteith, D. T.; Vanguelova, E. I.; Wade, A. J.; Clark, J. M.";;;;;;;;;;;;;;;;;;;;;;;;
"Adames, Angel F.; Kim, Daehyun; Sobel, Adam H.; Del Genio, Anthony; Wu, Jingbo";;;;;;;;;;;;;;;;;;;;;;;;
"Lovino, Miguel A.; Muller, Omar, V; Berbery, Ernesto H.; Muller, Gabriela, V";;;;;;;;;;;;;;;;;;;;;;;;
"Calleja, Maria Ll.; Kerherve, P.; Bourgeois, S.; Kedra, M.; Leynaert, A.; Devred, E.; Babin, M.; Morata, N.";;;;;;;;;;;;;;;;;;;;;;;;
"Willis, Megan D.; Leaitch, W. Richard; Abbatt, Jonathan P. D.";;;;;;;;;;;;;;;;;;;;;;;;
"Syvitski, Jaia; Cohen, Sagy; Miara, Ariel; Best, Jim";;;;;;;;;;;;;;;;;;;;;;;;
"Han, Dongyeob; Huh, Jungwon; Canh, Bui Dinh; Jin, Hong Sung";;;;;;;;;;;;;;;;;;;;;;;;
"Montt, Guillermo; Wiebe, Kirsten S.; Harsdorff, Marek; Simas, Moana; Bonnet, Antoine; Wood, Richard";;;;;;;;;;;;;;;;;;;;;;;;
"Nguyen, Quang N.; Arifuzzaman, M.; Miyamoto, T.; Takuro, Sato";;;;;;;;;;;;;;;;;;;;;;;;
"Bolte, Gerd; Zajac, Maciej; Skocek, Jan; Ben Haha, Mohsen";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Hui; Liu, Binhui; Zhou, Daowei; Wu, Zhengfang; Wang, Ting";;;;;;;;;;;;;;;;;;;;;;;;
"Das, Manisha; Singh, Raj K.; Vats, Nishant; Holbourn, Ann; Mishra, S.; Farooq, S. H.; Pandey, D. K.";;;;;;;;;;;;;;;;;;;;;;;;
"Yao, Junqiang; Chen, Yaning; Zhao, Yong; Mao, Weiyi; Xu, Xinbing; Liu, Yang; Yang, Qing";;;;;;;;;;;;;;;;;;;;;;;;
"Nawrot, Rafal; Albano, Paolo G.; Chattopadhyay, Devapriya; Zuschin, Martin";;;;;;;;;;;;;;;;;;;;;;;;
Blackall, David G;;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Huanjiong; Rutishauser, This; Tao, Zexing; Zhong, Shuying; Ge, Quansheng; Dai, Junhu";;;;;;;;;;;;;;;;;;;;;;;;
"Schoof, Justin T.; Robeson, Scott M.";;;;;;;;;;;;;;;;;;;;;;;;
"Mendoza, Blanca; Mendoza, Victor M.; Garduno, Rene; Pazos, Marni";;;;;;;;;;;;;;;;;;;;;;;;
"Du, Jianghui; Haley, Brian A.; Mix, Alan C.; Walczak, Maureen H.; Praetorius, Summer K.";;;;;;;;;;;;;;;;;;;;;;;;
"Verberk, Wilco C. E. P.; Bartolini, Fabrizio; Marshall, David J.; Poertner, Hans-O.; Terblanche, John S.; White, Craig R.; Giomi, Folco";;;;;;;;;;;;;;;;;;;;;;;;
"Li Xiangyu; Jiang Dabang; Zhang Zhongshi; Zhang Ran; Tian Zhiping; Yan Qing";;;;;;;;;;;;;;;;;;;;;;;;
"Ferraro, A. J.; Charlton-Perez, A. J.; Highwood, E. J.";;;;;;;;;;;;;;;;;;;;;;;;
"Behrangi, Ali; Richardson, Mark";;;;;;;;;;;;;;;;;;;;;;;;
"Ham, Yoo-Geun; Hwang, YeonJi; Lim, Young-Kwon; Kwon, Minho";;;;;;;;;;;;;;;;;;;;;;;;
"Lu, Bo; Ren, Hong-Li; Scaife, Adam A.; Wu, Jie; Dunstone, Nick; Smith, Doug; Wan, Jianghua; Eade, Rosie; MacLachlan, Craig; Gordon, Margaret";;;;;;;;;;;;;;;;;;;;;;;;
"Facchini, Laura; Losito, Ilario; Cataldi, Tommaso R. I.; Palmisano, Francesco";;;;;;;;;;;;;;;;;;;;;;;;
"Holtmeier, Friedrich-Karl; Broll, Gabriele";;;;;;;;;;;;;;;;;;;;;;;;
"Du, WenTao; Kang, ShiChang; Qin, Xiang; Cui, XiaoQing; Sun, WeiJun";;;;;;;;;;;;;;;;;;;;;;;;
"Seager, Richard; Cane, Mark; Henderson, Naomi; Lee, Dong-Eun; Abernathey, Ryan; Zhang, Honghai";;;;;;;;;;;;;;;;;;;;;;;;
"Horne, Curtis R.; Hirst, Andrew G.; Atkinson, David";;;;;;;;;;;;;;;;;;;;;;;;
"Bintanja, R.; Van Oldenborgh, G. J.; Katsman, C. A.";;;;;;;;;;;;;;;;;;;;;;;;
Dosio, Alessandro;;;;;;;;;;;;;;;;;;;;;;;;
"Rosenblatt, Adam E.; Crowley, Bryan T.; Schmitz, Oswald J.";;;;;;;;;;;;;;;;;;;;;;;;
"McGowran, Brian; Hill, Robert S.";;;;;;;;;;;;;;;;;;;;;;;;
"Tan, Xinyuan; He, Hong S.; Zong, Shengwei; Wu, Miaomiao; Liu, Kai; Zhao, Dandan";;;;;;;;;;;;;;;;;;;;;;;;
"Robinson, Sharon A.; King, Diana H.; Bramley-Alves, Jessica; Waterman, Melinda J.; Ashcroft, Michael B.; Wasley, Jane; Turnbull, Johanna D.; Miller, Rebecca E.; Ryan-Colton, Ellen; Benny, Taylor; Mullany, Kathryn; Clarke, Laurencej; Barry, Linda A.; Hua, Quan";;;;;;;;;;;;;;;;;;;;;;;;
"Zhu, Jian; Huang, Dan-Qing; Yan, Pei-Wen; Huang, Ying; Kuang, Xue-Yuan";;;;;;;;;;;;;;;;;;;;;;;;
"Simpson, Isla R.; Seager, Richard; Ting, Mingfang; Shaw, Tiffany A.";;;;;;;;;;;;;;;;;;;;;;;;
"Huang, Shaochun; Kumar, Rohini; Rakovec, Oldrich; Aich, Valentin; Wang, Xiaoyan; Samaniego, Luis; Liersch, Stefan; Krysanova, Valentina";;;;;;;;;;;;;;;;;;;;;;;;
Nakic, Domagoj;;;;;;;;;;;;;;;;;;;;;;;;
"Carrillo, Carlos M.; Castro, Christopher L.; Garfin, Gregg; Chang, Hsin-I; Bukovsky, Melissa S.; Mearns, Linda O.";;;;;;;;;;;;;;;;;;;;;;;;
"Steinbauer, Manuel J.; Kreyling, Juergen; Stoehr, Carolin; Audorff, Volker";;;;;;;;;;;;;;;;;;;;;;;;
"Fogarty, Hannah E.; Burrows, Michael T.; Pecl, Gretta T.; Robinson, Lucy M.; Poloczanska, Elvira S.";;;;;;;;;;;;;;;;;;;;;;;;
"Ayvaz, Berk; Kusakci, Ali Osman; Temur, Gul T.";;;;;;;;;;;;;;;;;;;;;;;;
"Ali, Ahmed AbdelMonteleb M.; Negm, Abdelazim M.; Bady, Mahmoud F.; Ibrahim, Mona G. E.; Suzuki, Masaaki";;;;;;;;;;;;;;;;;;;;;;;;
"Karim, Md. Rezwanul; Ovi, Ifat Rabbil Qudrat; Naser, Jamal";;;;;;;;;;;;;;;;;;;;;;;;
"Jeswani, Harish Kumar; Burkinshaw, Richard; Azapagic, Adisa";;;;;;;;;;;;;;;;;;;;;;;;
"Lynch, Patrick D.; Nye, Janet A.; Hare, Jonathan A.; Stock, Charles A.; Alexander, Michael A.; Scott, James D.; Curti, Kiersten L.; Drew, Katherine";;;;;;;;;;;;;;;;;;;;;;;;
"Hay, William W.; DeConto, Robert M.; de Boer, Poppe; Floegel, Sascha; Song, Ying; Stepashko, Andrei";;;;;;;;;;;;;;;;;;;;;;;;
"Huang, Wei; Feng, Song; Liu, Chang; Chen, Jie; Chen, Jianhui; Chen, Fahu";;;;;;;;;;;;;;;;;;;;;;;;
"Wilson, Charlie; Pettifor, Hazel; Cassar, Emma; Kerr, Laurie; Wilson, Mark";;;;;;;;;;;;;;;;;;;;;;;;
"Rosenberg, Eliott N.; Palumbo, Ashley M.; Cassanelli, James P.; Head, James W.; Weiss, David K.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Fengnian; Li, Baosheng; Jiang, Shuping; Niu, Dongfeng; Wen, Xiaohao; Li, Zhiwen; Si, Yuejun; Guo, Yihua; Yang, Zhiying; Liu, Enbo";;;;;;;;;;;;;;;;;;;;;;;;
"Selvam, B. Panneer; Laudon, H.; Guillemette, F.; Berggren, M.";;;;;;;;;;;;;;;;;;;;;;;;
"Molinero, Jon; Larranaga, Aitor; Perez, Javier; Martinez, Aingeru; Pozo, Jesus";;;;;;;;;;;;;;;;;;;;;;;;
"Brient, Florent; Schneider, Tapio";;;;;;;;;;;;;;;;;;;;;;;;
"Meinshausen, Malte; Jeffery, Louise; Guetschow, Johannes; Robiou du Pont, Yann; Rogelj, Joeri; Schaeffer, Michiel; Hoehne, Niklas; den Elzen, Michel; Oberthuer, Sebastian; Meinshausen, Nicolai";;;;;;;;;;;;;;;;;;;;;;;;
"Lutz, Ulrich; Pose, David; Pfeifer, Matthias; Gundlach, Heidrun; Hagmann, Joerg; Wang, Congmao; Weigel, Detlef; Mayer, Klaus F. X.; Schmid, Markus; Schwechheimer, Claus";;;;;;;;;;;;;;;;;;;;;;;;
"Oner, Alper; Gunel, Gulay Oke";;;;;;;;;;;;;;;;;;;;;;;;
"Mendez-Carmona, Natalia; Wyss, Rahel K.; Arnold, Maria; Joachimbauer, Anna; Segiser, Adrian; Fiedler, Georg M.; Carrel, Thierry P.; Stahel, Hendrik T. Tevaearai; Longnus, Sarah L.";;;;;;;;;;;;;;;;;;;;;;;;
"St-Marseille, Anne-Frederique Gendron; Bourgeois, Gaetan; Brodeur, Jacques; Mimee, Benjamin";;;;;;;;;;;;;;;;;;;;;;;;
"Wurl, O.; Bird, K.; Cunliffe, M.; Landing, W. M.; Miller, U.; Mustaffa, N. I. H.; Ribas-Ribas, M.; Witte, C.; Zappa, C. J.";;;;;;;;;;;;;;;;;;;;;;;;
"Athanasiou, M.; Bouloubassi, I.; Gogou, A.; Klein, V.; Dimiza, M. D.; Parinos, C.; Skampa, E.; Triantaphyllou, M. V.";;;;;;;;;;;;;;;;;;;;;;;;
"Aprea, Ciro; Greco, Adriana; Maiorino, Angelo; Masselli, Claudia";;;;;;;;;;;;;;;;;;;;;;;;
"Zyprian, E.; Eibach, R.; Trapp, O.; Schwander, F.; Toepfer, R.";;;;;;;;;;;;;;;;;;;;;;;;
"Achlatis, Michelle; van der Zande, Rene M.; Schonberg, Christine H. L.; Fang, James K. H.; Hoegh-Guldberg, Ove; Dove, Sophie";;;;;;;;;;;;;;;;;;;;;;;;
"Verberk, Wilco C. E. P.; Bilton, David T.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Qingkui; Liu, Shengen; Tian, Peng";;;;;;;;;;;;;;;;;;;;;;;;
"Camargo, Estefania Silva; Pedroso, Gabriel Munhoz; Minamikawa, Kazunori; Shiratori, Yutaka; Bayer, Cimelio";;;;;;;;;;;;;;;;;;;;;;;;
"Bwapwa, Joseph K.; Anandraj, Akash; Trois, Cristina";;;;;;;;;;;;;;;;;;;;;;;;
"Ali, Beshir M.; van Zanten, Hannah H. E.; Berentsen, Paul; Bastiaansen, John W. M.; Bikker, Paul; lansink, Alfons Oude";;;;;;;;;;;;;;;;;;;;;;;;
"Husgafvel, Roope; Karjalainen, Essi; Linkosalmi, Lauri; Dahl, Olli";;;;;;;;;;;;;;;;;;;;;;;;
"Arena, Noemi; Lee, Jacquetta; Clift, Roland";;;;;;;;;;;;;;;;;;;;;;;;
"Gugger, Simona; Kesselring, Halil; Stoecklin, Juerg; Hamann, Elena";;;;;;;;;;;;;;;;;;;;;;;;
"Peng, Yunfeng; Wang, Guanqin; Li, Fei; Zhou, Guoying; Yang, Guibiao; Fang, Kai; Liu, Li; Qin, Shuqi; Zhang, Dianye; Yang, Yuanhe";;;;;;;;;;;;;;;;;;;;;;;;
"Dietz, Simon; Bowen, Alex; Doda, Baran; Gambhir, Ajay; Warren, Rachel";;;;;;;;;;;;;;;;;;;;;;;;
"Tammaro, M.; Montagud, C.; Corberan, J. M.; Mauro, A. W.; Mastrullo, R.";;;;;;;;;;;;;;;;;;;;;;;;
"Volkov, Denis L.; Dong, Shenfu; Foltz, Gregory R.; Goni, Gustavo; Lumpkin, Rick";;;;;;;;;;;;;;;;;;;;;;;;
"Fridley, Jason D.; Lynn, Josh S.; Grime, J. P.; Askew, A. P.";;;;;;;;;;;;;;;;;;;;;;;;
"Belleflamme, A.; Fettweis, X.; Erpicum, M.";;;;;;;;;;;;;;;;;;;;;;;;
"Ghatak, Sriparna Roy; Sannigrahi, Surajit; Acharjee, Parimal";;;;;;;;;;;;;;;;;;;;;;;;
"Jiang, Yong; Lei, Yalin; Yang, Yongzhi; Wang, Fang";;;;;;;;;;;;;;;;;;;;;;;;
